Accident Ref.,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped. Location,Ped. Movement,Mode of Travel, 
1180092929,BROMLEY,19,540175,169716,1,1 Driver/Rider,2 Female,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180092975,BROMLEY,19,539870,169590,1,1 Driver/Rider,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180092992,BROMLEY,19,539590,160860,1,2 Passenger,2 Female,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180093301,BROMLEY,19,542470,172230,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180093304,BROMLEY,19,537750,169890,1,1 Driver/Rider,2 Female,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180093371,BROMLEY,19,546680,168040,1,1 Driver/Rider,2 Female,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180093495,BROMLEY,19,535090,170520,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180093662,BROMLEY,19,539030,168940,1,1 Driver/Rider,1 Male,60+,61,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180093667,BROMLEY,19,537330,170130,2,2 Passenger,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180093667,BROMLEY,19,537330,170130,1,2 Passenger,1 Male,0-15,7,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180093696,BROMLEY,19,539160,166730,1,2 Passenger,1 Male,0-15,6,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180093988,BROMLEY,19,544100,170590,2,2 Passenger,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180093988,BROMLEY,19,544100,170590,1,2 Passenger,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180094238,BROMLEY,19,541210,168340,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180094367,BROMLEY,19,541780,167810,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180094555,BROMLEY,19,538850,165200,1,1 Driver/Rider,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180094555,BROMLEY,19,538850,165200,2,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180094662,BROMLEY,19,547610,169480,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180094697,BROMLEY,19,540696,171540,1,1 Driver/Rider,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180094873,BROMLEY,19,539185,165473,1,1 Driver/Rider,1 Male,25-59,59,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180094874,BROMLEY,19,540170,169930,1,3 Pedestrian,2 Female,60+,71,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1180094897,BROMLEY,19,545240,164220,1,1 Driver/Rider,1 Male,60+,67,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180095136,BROMLEY,19,538070,169660,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180095403,BROMLEY,19,546130,169810,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1180095421,BROMLEY,19,540020,168020,1,1 Driver/Rider,2 Female,25-59,50,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
1180095421,BROMLEY,19,540020,168020,2,3 Pedestrian,2 Female,60+,73,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
1180095444,BROMLEY,19,546980,168100,1,1 Driver/Rider,1 Male,60+,63,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180095579,BROMLEY,19,541800,168850,1,3 Pedestrian,2 Female,25-59,38,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1180095627,BROMLEY,19,534960,169010,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180095762,BROMLEY,19,544690,164580,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180095797,BROMLEY,19,536210,167550,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180095878,BROMLEY,19,535840,169850,1,3 Pedestrian,2 Female,25-59,34,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
1180095924,BROMLEY,19,547080,167350,1,3 Pedestrian,2 Female,25-59,25,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1180096193,BROMLEY,19,543720,170950,1,2 Passenger,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1180096197,BROMLEY,19,535620,170150,1,3 Pedestrian,1 Male,60+,86,1,2 Serious,08 In Centre Of Carriageway,9 Unknown Or Other,1 Pedestrian, 
1180096265,BROMLEY,19,541050,160450,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180096307,BROMLEY,19,547650,170160,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180096391,BROMLEY,19,536760,170140,2,2 Passenger,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180096391,BROMLEY,19,536760,170140,1,1 Driver/Rider,1 Male,25-59,57,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180096584,BROMLEY,19,547210,162750,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180096629,BROMLEY,19,545070,164210,1,3 Pedestrian,1 Male,25-59,40,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
1180096648,BROMLEY,19,541690,169320,1,1 Driver/Rider,1 Male,16-24,20,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180096857,BROMLEY,19,535825,170292,2,2 Passenger,1 Male,25-59,25,1,1 Fatal,-2 Unknown,-2 N/A,4 Car, 
1180096857,BROMLEY,19,535825,170292,1,2 Passenger,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180097348,BROMLEY,19,540370,169620,1,3 Pedestrian,1 Male,25-59,42,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
1180097393,BROMLEY,19,544830,164520,1,1 Driver/Rider,1 Male,16-24,24,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180097450,BROMLEY,19,534890,170630,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180097593,BROMLEY,19,540270,168530,1,3 Pedestrian,1 Male,25-59,42,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
1180097621,BROMLEY,19,537650,169430,1,3 Pedestrian,1 Male,25-59,53,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
1180097683,BROMLEY,19,543250,165200,1,3 Pedestrian,1 Male,60+,77,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1180097751,BROMLEY,19,539270,169290,1,3 Pedestrian,2 Female,25-59,41,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
1180098149,BROMLEY,19,537960,168520,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180098194,BROMLEY,19,539840,163310,1,1 Driver/Rider,1 Male,25-59,39,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180098297,BROMLEY,19,537987,168556,1,1 Driver/Rider,2 Female,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180098377,BROMLEY,19,545310,168960,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180099068,BROMLEY,19,540140,169720,2,1 Driver/Rider,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180099068,BROMLEY,19,540140,169720,1,1 Driver/Rider,2 Female,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180099240,BROMLEY,19,538130,168580,1,2 Passenger,2 Female,0-15,6,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180099255,BROMLEY,19,535820,170290,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180099271,BROMLEY,19,546220,166190,1,3 Pedestrian,1 Male,60+,89,1,3 Slight,08 In Centre Of Carriageway,5 In Rd Not Crossing,1 Pedestrian, 
1180099330,BROMLEY,19,541510,168570,1,3 Pedestrian,1 Male,25-59,28,1,2 Serious,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
1180099356,BROMLEY,19,539870,170290,1,2 Passenger,1 Male,0-15,14,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180099595,BROMLEY,19,543870,156870,3,2 Passenger,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180099595,BROMLEY,19,543870,156870,4,2 Passenger,1 Male,0-15,7,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180099595,BROMLEY,19,543870,156870,2,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180099595,BROMLEY,19,543870,156870,1,1 Driver/Rider,1 Male,60+,75,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180099863,BROMLEY,19,537440,170310,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180099932,BROMLEY,19,546350,169100,1,3 Pedestrian,2 Female,0-15,11,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1180100091,BROMLEY,19,534550,169850,1,1 Driver/Rider,1 Male,25-59,58,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180100120,BROMLEY,19,542022,164286,1,1 Driver/Rider,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180100167,BROMLEY,19,534660,169740,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180100178,BROMLEY,19,535000,170870,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180100262,BROMLEY,19,543290,170600,1,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180100295,BROMLEY,19,542060,172210,1,3 Pedestrian,2 Female,16-24,18,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
1180100381,BROMLEY,19,536750,168300,1,1 Driver/Rider,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180100497,BROMLEY,19,546750,167010,2,2 Passenger,2 Female,0-15,15,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180100497,BROMLEY,19,546750,167010,4,1 Driver/Rider,2 Female,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180100497,BROMLEY,19,546750,167010,3,2 Passenger,2 Female,0-15,15,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180100497,BROMLEY,19,546750,167010,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180100506,BROMLEY,19,545510,165790,1,3 Pedestrian,1 Male,25-59,26,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
1180100522,BROMLEY,19,538740,165760,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180101042,BROMLEY,19,534590,169840,1,3 Pedestrian,1 Male,25-59,46,1,2 Serious,08 In Centre Of Carriageway,1 From Drivers N/Side,1 Pedestrian, 
1180101065,BROMLEY,19,539980,168140,1,1 Driver/Rider,2 Female,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180101102,BROMLEY,19,540400,168710,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180101233,BROMLEY,19,542810,172000,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180101395,BROMLEY,19,540330,169600,1,3 Pedestrian,2 Female,0-15,15,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
1180101459,BROMLEY,19,544010,170600,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180101528,BROMLEY,19,544100,170580,1,1 Driver/Rider,1 Male,25-59,50,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180101586,BROMLEY,19,534267,170171,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180101658,BROMLEY,19,542330,170300,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180101762,BROMLEY,19,537380,169800,1,1 Driver/Rider,1 Male,16-24,16,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180101795,BROMLEY,19,540490,170340,4,2 Passenger,2 Female,0-15,7,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180101795,BROMLEY,19,540490,170340,2,2 Passenger,1 Male,0-15,13,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180101795,BROMLEY,19,540490,170340,1,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180101795,BROMLEY,19,540490,170340,3,2 Passenger,2 Female,0-15,4,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180102047,BROMLEY,19,534500,169900,1,1 Driver/Rider,2 Female,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180102204,BROMLEY,19,541010,169980,1,1 Driver/Rider,2 Female,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180102249,BROMLEY,19,536500,169540,1,1 Driver/Rider,1 Male,25-59,53,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180102387,BROMLEY,19,538052,166002,1,2 Passenger,2 Female,60+,83,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1180102669,BROMLEY,19,533890,170670,1,1 Driver/Rider,1 Male,25-59,37,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180102793,BROMLEY,19,534360,171390,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180102958,BROMLEY,19,540400,169000,1,3 Pedestrian,2 Female,25-59,59,1,2 Serious,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
1180103264,BROMLEY,19,535680,168930,1,3 Pedestrian,1 Male,25-59,56,1,2 Serious,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
1180103280,BROMLEY,19,540080,167080,1,1 Driver/Rider,1 Male,0-15,10,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180103328,BROMLEY,19,545450,164540,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180103466,BROMLEY,19,541810,159170,1,3 Pedestrian,1 Male,60+,71,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1180103594,BROMLEY,19,546000,165880,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180103654,BROMLEY,19,543011,164999,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180103998,BROMLEY,19,546510,166750,1,3 Pedestrian,2 Female,60+,74,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
1180104037,BROMLEY,19,546460,167600,1,1 Driver/Rider,1 Male,16-24,16,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180104045,BROMLEY,19,542300,166320,1,2 Passenger,2 Female,60+,61,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1180104085,BROMLEY,19,540490,169390,1,2 Passenger,1 Male,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1180104480,BROMLEY,19,539442,167368,2,2 Passenger,2 Female,0-15,9,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180104480,BROMLEY,19,539442,167368,3,2 Passenger,1 Male,0-15,12,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180104480,BROMLEY,19,539442,167368,1,2 Passenger,2 Female,0-15,3,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180104543,BROMLEY,19,546420,169850,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180104739,BROMLEY,19,542420,168530,1,1 Driver/Rider,2 Female,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180105028,BROMLEY,19,540710,168030,1,1 Driver/Rider,1 Male,25-59,52,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
1180105212,BROMLEY,19,547350,168310,1,3 Pedestrian,1 Male,25-59,33,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
1180105451,BROMLEY,19,535190,169980,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180105584,BROMLEY,19,541670,167930,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180105650,BROMLEY,19,540431,168614,1,2 Passenger,2 Female,60+,61,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1180105650,BROMLEY,19,540431,168614,2,2 Passenger,2 Female,60+,65,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1180105650,BROMLEY,19,540431,168614,3,2 Passenger,1 Male,0-15,2,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1180105840,BROMLEY,19,543040,169000,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180105998,BROMLEY,19,539920,170550,1,2 Passenger,2 Female,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180106098,BROMLEY,19,536220,168450,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180106159,BROMLEY,19,547050,168480,1,1 Driver/Rider,2 Female,60+,62,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180106189,BROMLEY,19,542180,167540,1,1 Driver/Rider,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180106200,BROMLEY,19,547050,168490,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180106299,BROMLEY,19,538760,169430,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180106592,BROMLEY,19,545790,167830,1,1 Driver/Rider,1 Male,60+,86,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180106724,BROMLEY,19,536880,170460,1,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180107099,BROMLEY,19,535050,170530,1,3 Pedestrian,2 Female,Unknown,0,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
1180107132,BROMLEY,19,538210,165950,1,3 Pedestrian,1 Male,60+,83,1,2 Serious,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
1180107162,BROMLEY,19,541335,161151,1,3 Pedestrian,1 Male,0-15,12,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1180107175,BROMLEY,19,542440,165140,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180107383,BROMLEY,19,539980,169680,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180107411,BROMLEY,19,538270,165930,1,1 Driver/Rider,1 Male,25-59,51,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
1180107594,BROMLEY,19,541790,159220,1,1 Driver/Rider,1 Male,60+,72,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180107936,BROMLEY,19,540382,169606,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180108179,BROMLEY,19,541030,168200,1,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
1180108240,BROMLEY,19,541060,165100,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180108331,BROMLEY,19,544000,170900,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1180108389,BROMLEY,19,541130,165350,1,2 Passenger,2 Female,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1180108683,BROMLEY,19,534650,169750,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180108790,BROMLEY,19,536590,168860,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180108806,BROMLEY,19,534490,169920,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180108881,BROMLEY,19,546080,165999,1,3 Pedestrian,2 Female,60+,89,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
1180108900,BROMLEY,19,534640,170180,2,3 Pedestrian,2 Female,0-15,7,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
1180108900,BROMLEY,19,534640,170180,1,3 Pedestrian,1 Male,0-15,9,1,2 Serious,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
1180108907,BROMLEY,19,538790,170220,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180108942,BROMLEY,19,537490,170110,2,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180108942,BROMLEY,19,537490,170110,1,1 Driver/Rider,1 Male,16-24,20,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
1180108946,BROMLEY,19,533700,170770,1,2 Passenger,2 Female,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180108946,BROMLEY,19,533700,170770,2,1 Driver/Rider,1 Male,25-59,58,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1180109021,BROMLEY,19,539590,170420,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180109120,BROMLEY,19,538000,166340,1,1 Driver/Rider,1 Male,60+,84,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180109155,BROMLEY,19,540500,168790,1,3 Pedestrian,2 Female,25-59,51,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
1180109156,BROMLEY,19,546237,166234,1,3 Pedestrian,1 Male,25-59,37,1,3 Slight,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian, 
1180109164,BROMLEY,19,542690,171670,1,3 Pedestrian,2 Female,0-15,4,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
1180109219,BROMLEY,19,541640,169360,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180109277,BROMLEY,19,547280,164776,1,1 Driver/Rider,1 Male,25-59,55,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180109712,BROMLEY,19,544570,167210,2,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1180109712,BROMLEY,19,544570,167210,1,1 Driver/Rider,2 Female,25-59,56,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180109738,BROMLEY,19,538360,166350,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180109757,BROMLEY,19,547206,168122,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180109823,BROMLEY,19,537010,169360,1,2 Passenger,2 Female,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1180109969,BROMLEY,19,540180,167560,1,1 Driver/Rider,1 Male,25-59,57,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180109969,BROMLEY,19,540180,167560,2,2 Passenger,2 Female,60+,93,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180110324,BROMLEY,19,540690,166430,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180110404,BROMLEY,19,545440,165810,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180110535,BROMLEY,19,538940,165640,2,1 Driver/Rider,2 Female,25-59,30,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
1180110535,BROMLEY,19,538940,165640,1,1 Driver/Rider,1 Male,16-24,22,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
1180110554,BROMLEY,19,542450,165120,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180110624,BROMLEY,19,542230,171910,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180110807,BROMLEY,19,535490,170260,1,3 Pedestrian,1 Male,25-59,36,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1180110850,BROMLEY,19,546030,165740,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
